taken_at,horse_id,value,unit
2026-01-16T07:30:00Z,2,485.4,kg
2026-01-16T07:30:00Z,3,487.4,kg
2026-01-16T07:30:00Z,4,502.1,kg
2026-01-16T07:30:00Z,5,491.5,kg
2026-01-16T07:30:00Z,6,504.0,kg
2026-01-16T07:30:00Z,7,514.0,kg
2026-01-16T07:30:00Z,9,516.2,kg
2026-01-16T07:30:00Z,10,520.5,kg
2026-01-17T07:30:00Z,1,476.1,kg
2026-01-17T07:30:00Z,2,490.7,kg
2026-01-17T07:30:00Z,3,494.3,kg
2026-01-17T07:30:00Z,4,490.4,kg
2026-01-17T07:30:00Z,5,492.8,kg
2026-01-17T07:30:00Z,6,512.1,kg
2026-01-17T07:30:00Z,7,511.1,kg
2026-01-17T07:30:00Z,9,516.8,kg
2026-01-17T07:30:00Z,10,519.5,kg
2026-01-18T07:30:00Z,1,481.6,kg
2026-01-18T07:30:00Z,2,482.0,kg
2026-01-18T07:30:00Z,4,487.4,kg
2026-01-18T07:30:00Z,5,499.0,kg
2026-01-18T07:30:00Z,6,501.3,kg
2026-01-18T07:30:00Z,7,505.4,kg
2026-01-18T07:30:00Z,9,526.6,kg
2026-01-18T07:30:00Z,10,519.2,kg
2026-01-19T07:30:00Z,1,479.8,kg
2026-01-19T07:30:00Z,2,487.9,kg
2026-01-19T07:30:00Z,3,497.3,kg
2026-01-19T07:30:00Z,4,491.6,kg
2026-01-19T07:30:00Z,5,501.2,kg
2026-01-19T07:30:00Z,6,497.0,kg
2026-01-19T07:30:00Z,7,503.5,kg
2026-01-19T07:30:00Z,9,517.9,kg
2026-01-19T07:30:00Z,10,525.8,kg
2026-01-20T07:30:00Z,1,481.3,kg
2026-01-20T07:30:00Z,2,493.2,kg
2026-01-20T07:30:00Z,3,492.2,kg
2026-01-20T07:30:00Z,4,494.1,kg
2026-01-20T07:30:00Z,5,493.0,kg
2026-01-20T07:30:00Z,6,506.1,kg
2026-01-20T07:30:00Z,7,507.9,kg
2026-01-20T07:30:00Z,9,523.4,kg
2026-01-20T07:30:00Z,10,516.0,kg
2026-01-21T07:30:00Z,1,488.2,kg
2026-01-21T07:30:00Z,2,486.8,kg
2026-01-21T07:30:00Z,3,494.2,kg
2026-01-21T07:30:00Z,4,500.9,kg
2026-01-21T07:30:00Z,5,498.7,kg
2026-01-21T07:30:00Z,6,515.9,kg
2026-01-21T07:30:00Z,7,505.4,kg
2026-01-21T07:30:00Z,9,514.9,kg
2026-01-21T07:30:00Z,10,510.1,kg
2026-01-22T07:30:00Z,1,479.6,kg
2026-01-22T07:30:00Z,2,483.6,kg
2026-01-22T07:30:00Z,4,494.6,kg
2026-01-22T07:30:00Z,6,502.8,kg
2026-01-22T07:30:00Z,7,500.7,kg
2026-01-22T07:30:00Z,9,514.9,kg
2026-01-22T07:30:00Z,10,523.8,kg
2026-01-23T07:30:00Z,1,488.3,kg
2026-01-23T07:30:00Z,2,498.7,kg
2026-01-23T07:30:00Z,3,493.0,kg
2026-01-23T07:30:00Z,4,499.1,kg
2026-01-23T07:30:00Z,5,501.3,kg
2026-01-23T07:30:00Z,6,509.9,kg
2026-01-23T07:30:00Z,9,501.5,kg
2026-01-23T07:30:00Z,10,513.5,kg
2026-01-24T07:30:00Z,1,479.6,kg
2026-01-24T07:30:00Z,2,484.4,kg
2026-01-24T07:30:00Z,4,496.2,kg
2026-01-24T07:30:00Z,6,511.1,kg
2026-01-24T07:30:00Z,7,519.1,kg
2026-01-24T07:30:00Z,9,513.8,kg
2026-01-24T07:30:00Z,10,516.7,kg
2026-01-25T07:30:00Z,1,478.6,kg
2026-01-25T07:30:00Z,2,481.2,kg
2026-01-25T07:30:00Z,3,489.8,kg
2026-01-25T07:30:00Z,4,495.9,kg
2026-01-25T07:30:00Z,5,498.9,kg
2026-01-25T07:30:00Z,6,497.2,kg
2026-01-25T07:30:00Z,7,495.8,kg
2026-01-25T07:30:00Z,9,521.1,kg
2026-01-25T07:30:00Z,10,529.1,kg
2026-01-26T07:30:00Z,1,502.1,kg
2026-01-26T07:30:00Z,2,497.0,kg
2026-01-26T07:30:00Z,3,500.8,kg
2026-01-26T07:30:00Z,4,495.8,kg
2026-01-26T07:30:00Z,5,502.0,kg
2026-01-26T07:30:00Z,6,498.7,kg
2026-01-26T07:30:00Z,7,495.7,kg
2026-01-26T07:30:00Z,9,527.5,kg
2026-01-26T07:30:00Z,10,514.5,kg
2026-01-27T07:30:00Z,1,490.3,kg
2026-01-27T07:30:00Z,2,499.4,kg
2026-01-27T07:30:00Z,3,499.2,kg
2026-01-27T07:30:00Z,4,507.2,kg
2026-01-27T07:30:00Z,5,495.3,kg
2026-01-27T07:30:00Z,6,500.5,kg
2026-01-27T07:30:00Z,7,519.4,kg
2026-01-27T07:30:00Z,9,514.7,kg
2026-01-27T07:30:00Z,10,519.3,kg
2026-01-28T07:30:00Z,2,487.9,kg
2026-01-28T07:30:00Z,3,499.9,kg
2026-01-28T07:30:00Z,4,489.0,kg
2026-01-28T07:30:00Z,5,496.6,kg
2026-01-28T07:30:00Z,7,506.5,kg
2026-01-28T07:30:00Z,9,524.7,kg
2026-01-28T07:30:00Z,10,534.0,kg
2026-01-29T07:30:00Z,2,486.9,kg
2026-01-29T07:30:00Z,3,490.6,kg
2026-01-29T07:30:00Z,5,500.3,kg
2026-01-29T07:30:00Z,6,500.0,kg
2026-01-29T07:30:00Z,7,501.7,kg
2026-01-29T07:30:00Z,9,505.4,kg
2026-01-29T07:30:00Z,10,516.6,kg
2026-01-30T07:30:00Z,1,487.0,kg
2026-01-30T07:30:00Z,3,500.5,kg
2026-01-30T07:30:00Z,4,490.7,kg
2026-01-30T07:30:00Z,5,495.4,kg
2026-01-30T07:30:00Z,6,499.0,kg
2026-01-30T07:30:00Z,7,505.0,kg
2026-01-30T07:30:00Z,9,512.0,kg
2026-01-30T07:30:00Z,10,511.8,kg
2026-01-31T07:30:00Z,2,499.2,kg
2026-01-31T07:30:00Z,3,493.0,kg
2026-01-31T07:30:00Z,4,487.9,kg
2026-01-31T07:30:00Z,5,499.7,kg
2026-01-31T07:30:00Z,7,497.4,kg
2026-01-31T07:30:00Z,9,514.2,kg
2026-01-31T07:30:00Z,10,520.4,kg
2026-02-01T07:30:00Z,1,487.7,kg
2026-02-01T07:30:00Z,2,481.1,kg
2026-02-01T07:30:00Z,3,487.1,kg
2026-02-01T07:30:00Z,4,495.3,kg
2026-02-01T07:30:00Z,6,511.6,kg
2026-02-01T07:30:00Z,7,513.2,kg
2026-02-01T07:30:00Z,9,503.4,kg
2026-02-01T07:30:00Z,10,511.7,kg
2026-02-02T07:30:00Z,1,490.0,kg
2026-02-02T07:30:00Z,2,497.3,kg
2026-02-02T07:30:00Z,3,499.2,kg
2026-02-02T07:30:00Z,4,508.2,kg
2026-02-02T07:30:00Z,5,507.7,kg
2026-02-02T07:30:00Z,6,503.6,kg
2026-02-02T07:30:00Z,7,519.4,kg
2026-02-02T07:30:00Z,9,523.8,kg
2026-02-02T07:30:00Z,10,512.4,kg
2026-02-03T07:30:00Z,1,488.1,kg
2026-02-03T07:30:00Z,2,481.2,kg
2026-02-03T07:30:00Z,3,495.3,kg
2026-02-03T07:30:00Z,4,486.2,kg
2026-02-03T07:30:00Z,5,489.5,kg
2026-02-03T07:30:00Z,6,501.0,kg
2026-02-03T07:30:00Z,9,508.4,kg
2026-02-03T07:30:00Z,10,524.4,kg
2026-02-04T07:30:00Z,1,479.2,kg
2026-02-04T07:30:00Z,2,479.1,kg
2026-02-04T07:30:00Z,3,494.1,kg
2026-02-04T07:30:00Z,4,491.7,kg
2026-02-04T07:30:00Z,5,507.4,kg
2026-02-04T07:30:00Z,6,502.9,kg
2026-02-04T07:30:00Z,7,518.0,kg
2026-02-04T07:30:00Z,9,513.3,kg
2026-02-04T07:30:00Z,10,504.0,kg
2026-02-05T07:30:00Z,1,481.4,kg
2026-02-05T07:30:00Z,2,491.6,kg
2026-02-05T07:30:00Z,3,510.7,kg
2026-02-05T07:30:00Z,4,490.6,kg
2026-02-05T07:30:00Z,5,501.2,kg
2026-02-05T07:30:00Z,6,507.2,kg
2026-02-05T07:30:00Z,7,506.6,kg
2026-02-05T07:30:00Z,9,520.6,kg
2026-02-05T07:30:00Z,10,517.6,kg
2026-02-06T07:30:00Z,1,496.3,kg
2026-02-06T07:30:00Z,3,488.1,kg
2026-02-06T07:30:00Z,4,497.7,kg
2026-02-06T07:30:00Z,5,504.6,kg
2026-02-06T07:30:00Z,6,504.6,kg
2026-02-06T07:30:00Z,9,521.6,kg
2026-02-06T07:30:00Z,10,512.6,kg
2026-02-07T07:30:00Z,1,489.1,kg
2026-02-07T07:30:00Z,2,480.7,kg
2026-02-07T07:30:00Z,3,487.0,kg
2026-02-07T07:30:00Z,4,489.8,kg
2026-02-07T07:30:00Z,5,504.5,kg
2026-02-07T07:30:00Z,6,508.5,kg
2026-02-07T07:30:00Z,7,511.5,kg
2026-02-07T07:30:00Z,9,513.3,kg
2026-02-07T07:30:00Z,10,526.5,kg
2026-02-08T07:30:00Z,1,493.7,kg
2026-02-08T07:30:00Z,3,483.2,kg
2026-02-08T07:30:00Z,4,495.0,kg
2026-02-08T07:30:00Z,5,499.6,kg
2026-02-08T07:30:00Z,6,504.8,kg
2026-02-08T07:30:00Z,7,511.6,kg
2026-02-08T07:30:00Z,9,518.8,kg
2026-02-08T07:30:00Z,10,523.8,kg
2026-02-09T07:30:00Z,1,482.8,kg
2026-02-09T07:30:00Z,2,484.1,kg
2026-02-09T07:30:00Z,3,493.1,kg
2026-02-09T07:30:00Z,5,496.2,kg
2026-02-09T07:30:00Z,6,508.0,kg
2026-02-09T07:30:00Z,7,511.8,kg
2026-02-09T07:30:00Z,9,515.8,kg
2026-02-09T07:30:00Z,10,518.9,kg
2026-02-10T07:30:00Z,1,475.8,kg
2026-02-10T07:30:00Z,2,486.4,kg
2026-02-10T07:30:00Z,3,493.4,kg
2026-02-10T07:30:00Z,4,489.8,kg
2026-02-10T07:30:00Z,5,493.5,kg
2026-02-10T07:30:00Z,6,502.0,kg
2026-02-10T07:30:00Z,7,513.7,kg
2026-02-10T07:30:00Z,9,531.3,kg
2026-02-10T07:30:00Z,10,519.4,kg
2026-02-11T07:30:00Z,1,486.0,kg
2026-02-11T07:30:00Z,2,487.0,kg
2026-02-11T07:30:00Z,3,486.0,kg
2026-02-11T07:30:00Z,4,488.5,kg
2026-02-11T07:30:00Z,5,494.3,kg
2026-02-11T07:30:00Z,6,494.2,kg
2026-02-11T07:30:00Z,7,518.1,kg
2026-02-11T07:30:00Z,9,515.8,kg
2026-02-11T07:30:00Z,10,509.7,kg
2026-02-12T07:30:00Z,1,486.0,kg
2026-02-12T07:30:00Z,2,481.4,kg
2026-02-12T07:30:00Z,3,476.2,kg
2026-02-12T07:30:00Z,4,499.7,kg
2026-02-12T07:30:00Z,5,489.9,kg
2026-02-12T07:30:00Z,6,501.0,kg
2026-02-12T07:30:00Z,7,514.2,kg
2026-02-12T07:30:00Z,9,518.8,kg
2026-02-12T07:30:00Z,10,517.9,kg
2026-02-13T07:30:00Z,1,490.7,kg
2026-02-13T07:30:00Z,2,492.0,kg
2026-02-13T07:30:00Z,3,486.6,kg
2026-02-13T07:30:00Z,4,494.9,kg
2026-02-13T07:30:00Z,5,500.6,kg
2026-02-13T07:30:00Z,6,506.2,kg
2026-02-13T07:30:00Z,7,497.6,kg
2026-02-13T07:30:00Z,9,510.4,kg
2026-02-13T07:30:00Z,10,520.9,kg
2026-02-14T07:30:00Z,1,480.0,kg
2026-02-14T07:30:00Z,2,480.9,kg
2026-02-14T07:30:00Z,3,486.2,kg
2026-02-14T07:30:00Z,4,502.2,kg
2026-02-14T07:30:00Z,5,495.6,kg
2026-02-14T07:30:00Z,6,499.8,kg
2026-02-14T07:30:00Z,7,508.1,kg
2026-02-14T07:30:00Z,9,514.6,kg
2026-02-14T07:30:00Z,10,517.4,kg
2026-02-15T07:30:00Z,1,487.2,kg
2026-02-15T07:30:00Z,2,482.0,kg
2026-02-15T07:30:00Z,3,499.7,kg
2026-02-15T07:30:00Z,4,490.8,kg
2026-02-15T07:30:00Z,5,492.1,kg
2026-02-15T07:30:00Z,6,498.3,kg
2026-02-15T07:30:00Z,7,505.7,kg
2026-02-15T07:30:00Z,9,509.4,kg
2026-02-15T07:30:00Z,10,496.1,kg
2026-02-16T07:30:00Z,1,496.0,kg
2026-02-16T07:30:00Z,2,482.5,kg
2026-02-16T07:30:00Z,5,506.7,kg
2026-02-16T07:30:00Z,6,505.0,kg
2026-02-16T07:30:00Z,7,505.5,kg
2026-02-16T07:30:00Z,9,518.6,kg
2026-02-16T07:30:00Z,10,523.3,kg
2026-02-17T07:30:00Z,1,491.3,kg
2026-02-17T07:30:00Z,2,492.9,kg
2026-02-17T07:30:00Z,3,479.5,kg
2026-02-17T07:30:00Z,4,491.6,kg
2026-02-17T07:30:00Z,5,500.0,kg
2026-02-17T07:30:00Z,6,506.0,kg
2026-02-17T07:30:00Z,7,502.6,kg
2026-02-17T07:30:00Z,9,516.2,kg
2026-02-17T07:30:00Z,10,517.7,kg
2026-02-18T07:30:00Z,1,487.4,kg
2026-02-18T07:30:00Z,2,491.4,kg
2026-02-18T07:30:00Z,3,500.9,kg
2026-02-18T07:30:00Z,4,513.2,kg
2026-02-18T07:30:00Z,5,510.6,kg
2026-02-18T07:30:00Z,6,497.5,kg
2026-02-18T07:30:00Z,7,512.4,kg
2026-02-18T07:30:00Z,9,526.7,kg
2026-02-18T07:30:00Z,10,523.2,kg
2026-02-19T07:30:00Z,1,490.6,kg
2026-02-19T07:30:00Z,2,490.6,kg
2026-02-19T07:30:00Z,3,497.4,kg
2026-02-19T07:30:00Z,4,503.2,kg
2026-02-19T07:30:00Z,5,501.5,kg
2026-02-19T07:30:00Z,6,504.8,kg
2026-02-19T07:30:00Z,7,512.1,kg
2026-02-19T07:30:00Z,9,523.9,kg
2026-02-19T07:30:00Z,10,531.2,kg
2026-02-20T07:30:00Z,2,496.2,kg
2026-02-20T07:30:00Z,3,488.6,kg
2026-02-20T07:30:00Z,4,504.8,kg
2026-02-20T07:30:00Z,5,501.2,kg
2026-02-20T07:30:00Z,6,504.3,kg
2026-02-20T07:30:00Z,7,514.0,kg
2026-02-20T07:30:00Z,9,512.4,kg
2026-02-20T07:30:00Z,10,520.9,kg
2026-02-21T07:30:00Z,1,477.8,kg
2026-02-21T07:30:00Z,2,496.3,kg
2026-02-21T07:30:00Z,3,495.7,kg
2026-02-21T07:30:00Z,4,494.1,kg
2026-02-21T07:30:00Z,5,497.1,kg
2026-02-21T07:30:00Z,6,509.9,kg
2026-02-21T07:30:00Z,7,511.4,kg
2026-02-21T07:30:00Z,9,515.3,kg
2026-02-21T07:30:00Z,10,520.4,kg
2026-02-22T07:30:00Z,1,486.7,kg
2026-02-22T07:30:00Z,2,484.7,kg
2026-02-22T07:30:00Z,3,490.8,kg
2026-02-22T07:30:00Z,4,503.7,kg
2026-02-22T07:30:00Z,5,505.1,kg
2026-02-22T07:30:00Z,6,501.3,kg
2026-02-22T07:30:00Z,7,514.2,kg
2026-02-22T07:30:00Z,9,524.0,kg
2026-02-22T07:30:00Z,10,511.1,kg
2026-02-23T07:30:00Z,1,484.1,kg
2026-02-23T07:30:00Z,2,489.4,kg
2026-02-23T07:30:00Z,3,492.5,kg
2026-02-23T07:30:00Z,4,492.8,kg
2026-02-23T07:30:00Z,5,492.3,kg
2026-02-23T07:30:00Z,6,491.8,kg
2026-02-23T07:30:00Z,7,499.1,kg
2026-02-23T07:30:00Z,9,510.1,kg
2026-02-23T07:30:00Z,10,533.4,kg
2026-02-24T07:30:00Z,1,491.8,kg
2026-02-24T07:30:00Z,2,501.5,kg
2026-02-24T07:30:00Z,3,497.6,kg
2026-02-24T07:30:00Z,4,505.3,kg
2026-02-24T07:30:00Z,5,495.4,kg
2026-02-24T07:30:00Z,6,505.4,kg
2026-02-24T07:30:00Z,7,506.4,kg
2026-02-24T07:30:00Z,9,524.2,kg
2026-02-24T07:30:00Z,10,510.2,kg
2026-02-25T07:30:00Z,1,476.9,kg
2026-02-25T07:30:00Z,3,495.9,kg
2026-02-25T07:30:00Z,4,489.1,kg
2026-02-25T07:30:00Z,5,495.6,kg
2026-02-25T07:30:00Z,6,507.8,kg
2026-02-25T07:30:00Z,7,499.3,kg
2026-02-25T07:30:00Z,9,518.8,kg
2026-02-25T07:30:00Z,10,527.4,kg
2026-02-26T07:30:00Z,1,495.3,kg
2026-02-26T07:30:00Z,2,487.2,kg
2026-02-26T07:30:00Z,3,495.2,kg
2026-02-26T07:30:00Z,4,505.8,kg
2026-02-26T07:30:00Z,5,513.0,kg
2026-02-26T07:30:00Z,6,505.2,kg
2026-02-26T07:30:00Z,7,501.0,kg
2026-02-26T07:30:00Z,9,510.1,kg
2026-02-26T07:30:00Z,10,520.6,kg
2026-02-27T07:30:00Z,1,489.1,kg
2026-02-27T07:30:00Z,3,491.4,kg
2026-02-27T07:30:00Z,4,503.1,kg
2026-02-27T07:30:00Z,6,500.4,kg
2026-02-27T07:30:00Z,7,502.5,kg
2026-02-27T07:30:00Z,9,514.7,kg
2026-02-27T07:30:00Z,10,515.4,kg
2026-02-28T07:30:00Z,1,483.4,kg
2026-02-28T07:30:00Z,2,484.0,kg
2026-02-28T07:30:00Z,3,491.8,kg
2026-02-28T07:30:00Z,4,497.7,kg
2026-02-28T07:30:00Z,5,495.3,kg
2026-02-28T07:30:00Z,6,506.2,kg
2026-02-28T07:30:00Z,7,496.4,kg
2026-02-28T07:30:00Z,9,504.0,kg
2026-02-28T07:30:00Z,10,520.5,kg
2026-03-01T07:30:00Z,1,488.6,kg
2026-03-01T07:30:00Z,3,494.6,kg
2026-03-01T07:30:00Z,4,499.4,kg
2026-03-01T07:30:00Z,5,502.3,kg
2026-03-01T07:30:00Z,6,500.4,kg
2026-03-01T07:30:00Z,7,505.8,kg
2026-03-01T07:30:00Z,9,521.4,kg
2026-03-01T07:30:00Z,10,523.7,kg
2026-03-02T07:30:00Z,1,491.9,kg
2026-03-02T07:30:00Z,2,496.5,kg
2026-03-02T07:30:00Z,3,491.0,kg
2026-03-02T07:30:00Z,5,501.0,kg
2026-03-02T07:30:00Z,6,492.4,kg
2026-03-02T07:30:00Z,7,509.0,kg
2026-03-02T07:30:00Z,9,507.3,kg
2026-03-02T07:30:00Z,10,509.6,kg
2026-03-03T07:30:00Z,1,482.2,kg
2026-03-03T07:30:00Z,2,492.0,kg
2026-03-03T07:30:00Z,3,488.2,kg
2026-03-03T07:30:00Z,4,495.8,kg
2026-03-03T07:30:00Z,5,500.9,kg
2026-03-03T07:30:00Z,6,513.5,kg
2026-03-03T07:30:00Z,7,510.0,kg
2026-03-03T07:30:00Z,9,515.2,kg
2026-03-04T07:30:00Z,1,483.6,kg
2026-03-04T07:30:00Z,2,495.2,kg
2026-03-04T07:30:00Z,3,489.2,kg
2026-03-04T07:30:00Z,4,496.3,kg
2026-03-04T07:30:00Z,6,503.9,kg
2026-03-04T07:30:00Z,7,500.0,kg
2026-03-04T07:30:00Z,9,510.3,kg
2026-03-04T07:30:00Z,10,521.1,kg
2026-03-05T07:30:00Z,1,479.3,kg
2026-03-05T07:30:00Z,2,492.4,kg
2026-03-05T07:30:00Z,3,497.3,kg
2026-03-05T07:30:00Z,4,491.8,kg
2026-03-05T07:30:00Z,5,506.3,kg
2026-03-05T07:30:00Z,6,513.5,kg
2026-03-05T07:30:00Z,7,501.0,kg
2026-03-05T07:30:00Z,9,523.1,kg
2026-03-05T07:30:00Z,10,525.3,kg
2026-03-06T07:30:00Z,2,485.3,kg
2026-03-06T07:30:00Z,3,490.1,kg
2026-03-06T07:30:00Z,4,499.9,kg
2026-03-06T07:30:00Z,5,495.2,kg
2026-03-06T07:30:00Z,6,512.5,kg
2026-03-06T07:30:00Z,7,513.0,kg
2026-03-06T07:30:00Z,9,511.9,kg
2026-03-06T07:30:00Z,10,520.0,kg
2026-03-07T07:30:00Z,1,485.4,kg
2026-03-07T07:30:00Z,2,489.6,kg
2026-03-07T07:30:00Z,3,487.6,kg
2026-03-07T07:30:00Z,4,492.6,kg
2026-03-07T07:30:00Z,5,500.4,kg
2026-03-07T07:30:00Z,6,507.2,kg
2026-03-07T07:30:00Z,7,494.7,kg
2026-03-07T07:30:00Z,9,523.4,kg
2026-03-07T07:30:00Z,10,526.8,kg
2026-03-08T07:30:00Z,1,483.7,kg
2026-03-08T07:30:00Z,2,492.4,kg
2026-03-08T07:30:00Z,3,488.9,kg
2026-03-08T07:30:00Z,4,497.8,kg
2026-03-08T07:30:00Z,5,505.3,kg
2026-03-08T07:30:00Z,6,510.8,kg
2026-03-08T07:30:00Z,7,501.5,kg
2026-03-08T07:30:00Z,9,515.6,kg
2026-03-08T07:30:00Z,10,518.7,kg
2026-03-09T07:30:00Z,2,493.5,kg
2026-03-09T07:30:00Z,3,496.9,kg
2026-03-09T07:30:00Z,4,506.5,kg
2026-03-09T07:30:00Z,5,503.7,kg
2026-03-09T07:30:00Z,6,511.3,kg
2026-03-09T07:30:00Z,7,506.8,kg
2026-03-09T07:30:00Z,9,505.9,kg
2026-03-09T07:30:00Z,10,515.9,kg
2026-03-10T07:30:00Z,1,476.6,kg
2026-03-10T07:30:00Z,2,497.2,kg
2026-03-10T07:30:00Z,3,492.6,kg
2026-03-10T07:30:00Z,4,502.3,kg
2026-03-10T07:30:00Z,5,496.4,kg
2026-03-10T07:30:00Z,6,494.7,kg
2026-03-10T07:30:00Z,7,496.9,kg
2026-03-10T07:30:00Z,9,516.3,kg
2026-03-10T07:30:00Z,10,516.8,kg
2026-03-11T07:30:00Z,1,467.9,kg
2026-03-11T07:30:00Z,3,485.2,kg
